#	startTime:1560566696875
#	SiteID:5cd56b6ae2acfd2d33b59ccb	SiteName:七宝万科广场	FloorId:5cd56b6be2acfd2d33b59d6e	FloorName:F1
#	Brand:vivo	Model:vivo X20A	AndroidName:8.1.0	APILevel:27	
#	type:1	name:LSM6DS3TRCTRC Accelerometer	version:1	vendor:STMicroelectronics	resolution:5.950928E-4	power:0.15	maximumRange:78.4532
#	type:4	name:LSM6DS3TRCTRC Gyroscope	version:1	vendor:STMicroelectronics	resolution:6.1035156E-4	power:0.45	maximumRange:17.453293
#	type:2	name:AK09911 Magnetometer	version:1	vendor:AKM	resolution:0.1	power:0.24	maximumRange:4900.0
#	VersionName:v20190612-nightly	VersionCode:263	
1560566696876	TYPE_WAYPOINT	99.96519	126.53091
1560566697338	TYPE_MAGNETIC_FIELD	40.14	0.65999997	-14.219999
1560566697338	TYPE_GYROSCOPE	0.06439209	0.26908875	0.14152527
1560566697338	TYPE_ROTATION_VECTOR	0.025891392	0.03224201	0.69811165
1560566697338	TYPE_MAGNETIC_FIELD_UNCALIBRATED	106.92	-28.02	-62.699997
1560566697338	TYPE_GYROSCOPE_UNCALIBRATED	-0.12889099	0.23731995	0.18173218
1560566697338	TYPE_ACCELEROMETER_UNCALIBRATED	-0.44148254	0.5108795	15.163315
1560566697357	TYPE_ACCELEROMETER	-0.40438843	0.17826843	15.653854
1560566697357	TYPE_MAGNETIC_FIELD	40.079998	0.53999996	-14.099999
1560566697357	TYPE_GYROSCOPE	0.035995483	0.19151306	0.109451294
1560566697357	TYPE_ROTATION_VECTOR	0.024145262	0.033945523	0.699317
1560566697357	TYPE_MAGNETIC_FIELD_UNCALIBRATED	106.86	-28.14	-62.579998
1560566697357	TYPE_GYROSCOPE_UNCALIBRATED	0.03878784	0.19151306	0.106277466
1560566697357	TYPE_ACCELEROMETER_UNCALIBRATED	-0.3972168	-0.119644165	16.426727
1560566697377	TYPE_ACCELEROMETER	-0.55633545	-0.31825256	16.975876
1560566697377	TYPE_MAGNETIC_FIELD	40.2	0.84	-13.799999
1560566697377	TYPE_GYROSCOPE	0.12548828	0.065979004	0.07798767
1560566697377	TYPE_ROTATION_VECTOR	0.022982787	0.03607138	0.7001878
1560566697377	TYPE_MAGNETIC_FIELD_UNCALIBRATED	106.979996	-27.84	-62.28
1560566697377	TYPE_GYROSCOPE_UNCALIBRATED	0.03878784	0.19151306	0.106277466
1560566697377	TYPE_ACCELEROMETER_UNCALIBRATED	-0.75852966	-0.50608826	16.928024
1560566697396	TYPE_ACCELEROMETER	-0.95832825	-0.6963043	16.29274
1560566697396	TYPE_MAGNETIC_FIELD	40.32	0.59999996	-13.44
1560566697396	TYPE_GYROSCOPE	0.48895264	0.11607361	0.10395813
1560566697396	TYPE_ROTATION_VECTOR	0.022490643	0.037099574	0.70083004
1560566697396	TYPE_MAGNETIC_FIELD_UNCALIBRATED	107.1	-28.08	-61.92
1560566697396	TYPE_GYROSCOPE_UNCALIBRATED	0.12828064	0.065979004	0.07481384
1560566697396	TYPE_ACCELEROMETER_UNCALIBRATED	-1.1449738	-0.8913269	15.397812
1560566697415	TYPE_ACCELEROMETER	-1.2586365	-1.0624084	14.459824
1560566697415	TYPE_MAGNETIC_FIELD	40.14	0.35999998	-13.259999
1560566697415	TYPE_GYROSCOPE	0.7885742	0.14936829	0.14459229
1560566697415	TYPE_ROTATION_VECTOR	0.024024801	0.039529387	0.7013028
1560566697415	TYPE_MAGNETIC_FIELD_UNCALIBRATED	106.92	-28.32	-61.739998
1560566697415	TYPE_GYROSCOPE_UNCALIBRATED	0.491745	0.11607361	0.1007843
1560566697415	TYPE_ACCELEROMETER_UNCALIBRATED	-1.2538452	-1.1641083	13.445267
1560566697434	TYPE_ACCELEROMETER	-1.1138611	-1.174881	12.345764
1560566697434	TYPE_MAGNETIC_FIELD	40.32	0.29999998	-13.0199995
1560566697434	TYPE_GYROSCOPE	0.9880371	-0.03756714	0.12625122
1560566697434	TYPE_ROTATION_VECTOR	0.027489262	0.044962868	0.701951
1560566697434	TYPE_MAGNETIC_FIELD_UNCALIBRATED	107.1	-28.380001	-61.5
1560566697434	TYPE_GYROSCOPE_UNCALIBRATED	0.99082947	-0.03756714	0.12307739
1560566697434	TYPE_ACCELEROMETER_UNCALIBRATED	-0.97746277	-1.1126709	11.192429
1560566697454	TYPE_ACCELEROMETER	-0.97029114	-0.9870453	9.946976
1560566697454	TYPE_MAGNETIC_FIELD	40.44	0.0	-12.9
1560566697454	TYPE_GYROSCOPE	1.1816711	-0.15148926	0.10670471
1560566697454	TYPE_ROTATION_VECTOR	0.03309526	0.0514283	0.7025271
1560566697454	TYPE_MAGNETIC_FIELD_UNCALIBRATED	107.22	-28.68	-61.379997
1560566697454	TYPE_GYROSCOPE_UNCALIBRATED	0.99082947	-0.03756714	0.12307739
1560566697454	TYPE_ACCELEROMETER_UNCALIBRATED	-0.97029114	-0.8386841	8.726624
1560566697473	TYPE_ACCELEROMETER	-0.75971985	-0.67836	7.6462708
1560566697473	TYPE_MAGNETIC_FIELD	40.5	-0.24	-12.719999
1560566697473	TYPE_GYROSCOPE	1.279419	-0.09039307	0.17298889
1560566697473	TYPE_ROTATION_VECTOR	0.04139888	0.05786765	0.70265
1560566697473	TYPE_MAGNETIC_FIELD_UNCALIBRATED	107.28	-28.92	-61.199997
1560566697473	TYPE_GYROSCOPE_UNCALIBRATED	1.1844635	-0.15148926	0.103530884
1560566697473	TYPE_ACCELEROMETER_UNCALIBRATED	-0.31106567	-0.42114258	6.7693024
1560566697492	TYPE_ACCELEROMETER	-0.18185425	-0.44267273	5.904297
1560566697492	TYPE_MAGNETIC_FIELD	40.44	0.0	-12.3
1560566697492	TYPE_GYROSCOPE	1.2164917	-0.074523926	0.19070435
1560566697492	TYPE_ROTATION_VECTOR	0.050784808	0.06536508	0.7027539
1560566697492	TYPE_MAGNETIC_FIELD_UNCALIBRATED	107.22	-28.68	-60.78
1560566697492	TYPE_GYROSCOPE_UNCALIBRATED	1.2822113	-0.09039307	0.16981506
1560566697492	TYPE_ACCELEROMETER_UNCALIBRATED	-0.3397827	-0.5240326	5.024933
1560566697511	TYPE_ACCELEROMETER	-0.37327576	-0.38763428	4.606186
1560566697511	TYPE_MAGNETIC_FIELD	40.44	0.06	-12.3
1560566697511	TYPE_GYROSCOPE	0.9681854	-0.12919617	0.14701843
1560566697511	TYPE_ROTATION_VECTOR	0.05993356	0.07328692	0.7032179
1560566697511	TYPE_MAGNETIC_FIELD_UNCALIBRATED	107.22	-28.62	-60.78
1560566697511	TYPE_GYROSCOPE_UNCALIBRATED	0.9709778	-0.12919617	0.1438446
1560566697511	TYPE_ACCELEROMETER_UNCALIBRATED	-0.43310547	-0.34576416	4.5882416
1560566697531	TYPE_ACCELEROMETER	-0.49172974	-0.32781982	4.6325073
1560566697531	TYPE_MAGNETIC_FIELD	40.379997	-0.35999998	-12.3
1560566697531	TYPE_GYROSCOPE	0.6749573	-0.21043396	0.14030457
1560566697531	TYPE_ROTATION_VECTOR	0.068311825	0.08010167	0.7034407
1560566697531	TYPE_MAGNETIC_FIELD_UNCALIBRATED	107.159996	-29.04	-60.78
1560566697531	TYPE_GYROSCOPE_UNCALIBRATED	0.67774963	-0.21043396	0.13713074
1560566697531	TYPE_ACCELEROMETER_UNCALIBRATED	-0.43190002	-0.3361969	4.6707916
1560566697550	TYPE_ACCELEROMETER	-0.21296692	-0.33140564	4.607376
1560566697550	TYPE_MAGNETIC_FIELD	40.2	-0.53999996	-12.3
1560566697550	TYPE_GYROSCOPE	0.5130768	-0.1991272	0.16351318
1560566697550	TYPE_ROTATION_VECTOR	0.07498673	0.08432268	0.7036331
1560566697550	TYPE_MAGNETIC_FIELD_UNCALIBRATED	106.979996	-29.220001	-60.78
1560566697550	TYPE_GYROSCOPE_UNCALIBRATED	0.67774963	-0.21043396	0.13713074
1560566697550	TYPE_ACCELEROMETER_UNCALIBRATED	-0.01675415	-0.2476654	4.442276
1560566697569	TYPE_ACCELEROMETER	0.039489746	-0.107681274	4.290344
1560566697569	TYPE_MAGNETIC_FIELD	40.14	-0.59999996	-12.059999
1560566697569	TYPE_GYROSCOPE	0.413208	-0.14691162	0.1265564
1560566697569	TYPE_ROTATION_VECTOR	0.0804928	0.08660244	0.7040114
1560566697569	TYPE_MAGNETIC_FIELD_UNCALIBRATED	106.92	-29.28	-60.54
1560566697569	TYPE_GYROSCOPE_UNCALIBRATED	0.51586914	-0.1991272	0.16033936
1560566697569	TYPE_ACCELEROMETER_UNCALIBRATED	-0.055038452	0.04547119	4.207779
1560566697588	TYPE_ACCELEROMETER	-0.24645996	0.19262695	4.179062
1560566697588	TYPE_MAGNETIC_FIELD	39.899998	-0.65999997	-11.82
1560566697588	TYPE_GYROSCOPE	0.2995758	-0.08856201	0.081970215
1560566697588	TYPE_ROTATION_VECTOR	0.08485477	0.088494346	0.7045237
1560566697588	TYPE_MAGNETIC_FIELD_UNCALIBRATED	106.67999	-29.34	-60.3
1560566697588	TYPE_GYROSCOPE_UNCALIBRATED	0.41600037	-0.14691162	0.12338257
1560566697588	TYPE_ACCELEROMETER_UNCALIBRATED	-0.47257996	0.31825256	4.0749817
1560566697607	TYPE_ACCELEROMETER	-0.63648987	0.38285828	4.001999
1560566697607	TYPE_MAGNETIC_FIELD	39.78	-0.84	-11.82
1560566697607	TYPE_GYROSCOPE	0.16061401	-0.029006958	0.09480286
1560566697607	TYPE_ROTATION_VECTOR	0.08819041	0.09000646	0.70477456
1560566697607	TYPE_MAGNETIC_FIELD_UNCALIBRATED	106.56	-29.52	-60.3
1560566697607	TYPE_GYROSCOPE_UNCALIBRATED	0.16340637	-0.029006958	0.09162903
1560566697607	TYPE_ACCELEROMETER_UNCALIBRATED	-0.6125641	0.4139557	4.1527405
1560566697627	TYPE_ACCELEROMETER	-0.55514526	0.43669128	4.3298187
1560566697627	TYPE_MAGNETIC_FIELD	39.6	-0.9	-11.7
1560566697627	TYPE_GYROSCOPE	-0.01991272	-6.1035156E-4	0.1253357
1560566697627	TYPE_ROTATION_VECTOR	0.0902307	0.091175	0.7050529
1560566697627	TYPE_MAGNETIC_FIELD_UNCALIBRATED	106.38	-29.58	-60.18
1560566697627	TYPE_GYROSCOPE_UNCALIBRATED	0.16340637	-0.029006958	0.09162903
1560566697627	TYPE_ACCELEROMETER_UNCALIBRATED	-0.5898285	0.4355011	4.3836517
1560566697646	TYPE_ACCELEROMETER	-0.76330566	0.4235382	4.37648
1560566697646	TYPE_MAGNETIC_FIELD	39.6	-1.3199999	-11.639999
1560566697646	TYPE_GYROSCOPE	-0.1799469	0.028717041	0.10121155
1560566697646	TYPE_ROTATION_VECTOR	0.09085702	0.091468334	0.70576733
1560566697646	TYPE_MAGNETIC_FIELD_UNCALIBRATED	106.38	-30.0	-60.12
1560566697646	TYPE_GYROSCOPE_UNCALIBRATED	-0.17715454	0.028717041	0.09803772
1560566697646	TYPE_ACCELEROMETER_UNCALIBRATED	-0.97746277	0.3744812	4.47937
1560566697665	TYPE_ACCELEROMETER	-0.9451599	0.2715912	4.8263245
1560566697665	TYPE_MAGNETIC_FIELD	39.719997	-1.8	-11.46
1560566697665	TYPE_GYROSCOPE	-0.39741516	0.02230835	0.095718384
1560566697665	TYPE_ROTATION_VECTOR	0.09025793	0.09076753	0.7066308
1560566697665	TYPE_MAGNETIC_FIELD_UNCALIBRATED	106.5	-30.48	-59.94
1560566697665	TYPE_GYROSCOPE_UNCALIBRATED	-0.17715454	0.028717041	0.09803772
1560566697665	TYPE_ACCELEROMETER_UNCALIBRATED	-0.97746277	0.3744812	4.47937
1560566697684	TYPE_ACCELEROMETER	-0.6867523	0.2907257	5.7332153
1560566697684	TYPE_MAGNETIC_FIELD	39.3	-1.92	-11.219999
1560566697684	TYPE_GYROSCOPE	-0.60450745	-0.0690155	0.10487366
1560566697684	TYPE_ROTATION_VECTOR	0.088158585	0.089094855	0.70754296
1560566697684	TYPE_MAGNETIC_FIELD_UNCALIBRATED	106.08	-30.6	-59.699997
1560566697684	TYPE_GYROSCOPE_UNCALIBRATED	-0.3946228	0.02230835	0.092544556
1560566697684	TYPE_ACCELEROMETER_UNCALIBRATED	-0.43191528	0.34695435	6.3218384
1560566697704	TYPE_ACCELEROMETER	-0.26081848	0.45224	6.747757
1560566697704	TYPE_MAGNETIC_FIELD	39.3	-1.92	-11.219999
1560566697704	TYPE_GYROSCOPE	-0.6955261	-0.041534424	0.11953735
1560566697704	TYPE_ROTATION_VECTOR	0.088158585	0.089094855	0.70754296
1560566697704	TYPE_MAGNETIC_FIELD_UNCALIBRATED	106.08	-30.6	-59.699997
1560566697704	TYPE_GYROSCOPE_UNCALIBRATED	-0.69273376	-0.041534424	0.116363525
1560566697704	TYPE_ACCELEROMETER_UNCALIBRATED	-0.11605835	0.6149597	7.085144
1560566697723	TYPE_ACCELEROMETER	0.0047912598	0.82792664	7.451248
1560566697723	TYPE_MAGNETIC_FIELD	39.3	-1.92	-11.219999
1560566697723	TYPE_GYROSCOPE	-0.7398071	-0.015258789	0.09358215
1560566697723	TYPE_ROTATION_VECTOR	0.088158585	0.089094855	0.70754296
1560566697723	TYPE_MAGNETIC_FIELD_UNCALIBRATED	106.08	-30.6	-59.699997
1560566697723	TYPE_GYROSCOPE_UNCALIBRATED	-0.7370148	-0.015258789	0.090408325
1560566697723	TYPE_ACCELEROMETER_UNCALIBRATED	0.095718384	1.100708	7.939392
1560566697770	TYPE_WIFI	d926f6a0424610945a3c2e08ae4852a1288904d1	af2c189996c0ad282c0d444c69594ac67b002d58	-55	5805	1560566697143
1560566697770	TYPE_WIFI	635d95f744bcff77300caf80912675a3c04c5d46	29db8ed952b17328c01484cea247d17b61dcac68	-55	5805	1560566697142
1560566697770	TYPE_WIFI	635d95f744bcff77300caf80912675a3c04c5d46	7cc6028e1e6b05af35fea027c3bbd18ab4625e26	-70	5825	1560566686891
1560566697770	TYPE_WIFI	06d8c9c5dd623f5c9bfce663e7e69ab9656d39da	22be79c2b34060192ca37aa941c830b6544e789d	-77	5825	1560566697198
1560566697770	TYPE_WIFI	da39a3ee5e6b4b0d3255bfef95601890afd80709	23c6edb317329c6c168fa30678c2ff403a629e97	-83	5320	1560566697559
1560566697770	TYPE_WIFI	da39a3ee5e6b4b0d3255bfef95601890afd80709	8e4153466d130cb0c5dfa94924f2131dd3e6419e	-83	5320	1560566697560
1560566697770	TYPE_WIFI	ca969a043e538dab9b1e3d3bf0e82b34c962e019	561d4e6c7fcda6f9e6d03844e156a617f361a9b2	-83	5320	1560566697560
1560566697770	TYPE_WIFI	da39a3ee5e6b4b0d3255bfef95601890afd80709	71caecbf9e31ae12b79815c8c4169f75d3cf7c6c	-83	5320	1560566697559
1560566697770	TYPE_WIFI	da39a3ee5e6b4b0d3255bfef95601890afd80709	9ffdaee6a407d2793d7bf5500be2d507fc4e9582	-83	5320	1560566697559
1560566697770	TYPE_WIFI	06d8c9c5dd623f5c9bfce663e7e69ab9656d39da	395823732af296269996360ff5fe1ebd346e1360	-78	5765	1560566697062
1560566697770	TYPE_WIFI	b8ea8cf3e81583f91a2d3f5253da09b1276d86ba	98d9e95e8110dc4cd0e1fe4d61df11684fc63a32	-84	5320	1560566697561
1560566697770	TYPE_WIFI	635d95f744bcff77300caf80912675a3c04c5d46	1adf2c53735253002c146b619c93afd7a70efae6	-75	5765	1560566686763
1560566697770	TYPE_WIFI	d926f6a0424610945a3c2e08ae4852a1288904d1	7b049f39889d9d3254e4b7df26b0bb9675c69882	-76	5765	1560566686763
1560566697770	TYPE_WIFI	d926f6a0424610945a3c2e08ae4852a1288904d1	62ba7df4036143aa58ab91ef31d1620236b83c3e	-71	5825	1560566686895
1560566697770	TYPE_WIFI	635d95f744bcff77300caf80912675a3c04c5d46	7e3f390355d74264d55fce1ab1d83e4ecedb06f9	-77	5805	1560566686825
