#	startTime:1560566366968
#	SiteID:5cd56b6ae2acfd2d33b59ccb	SiteName:七宝万科广场	FloorId:5cd56b6be2acfd2d33b59d6e	FloorName:F1
#	Brand:vivo	Model:vivo X20A	AndroidName:8.1.0	APILevel:27	
#	type:1	name:LSM6DS3TRCTRC Accelerometer	version:1	vendor:STMicroelectronics	resolution:5.950928E-4	power:0.15	maximumRange:78.4532
#	type:4	name:LSM6DS3TRCTRC Gyroscope	version:1	vendor:STMicroelectronics	resolution:6.1035156E-4	power:0.45	maximumRange:17.453293
#	type:2	name:AK09911 Magnetometer	version:1	vendor:AKM	resolution:0.1	power:0.24	maximumRange:4900.0
#	VersionName:v20190612-nightly	VersionCode:263	
1560566366969	TYPE_WAYPOINT	107.48422	120.17882
1560566367247	TYPE_GYROSCOPE	-0.059295654	-0.06352234	0.07157898
1560566367247	TYPE_ROTATION_VECTOR	0.05021101	-0.03748304	-0.9593822
1560566367247	TYPE_MAGNETIC_FIELD_UNCALIBRATED	45.479996	-57.239998	-62.4
1560566367247	TYPE_GYROSCOPE_UNCALIBRATED	-0.017425537	-0.022598267	0.08857727
1560566367247	TYPE_ACCELEROMETER_UNCALIBRATED	-0.12562561	1.351944	9.5772705
1560566367266	TYPE_ACCELEROMETER	0.020339966	1.1198425	10.68515
1560566367266	TYPE_MAGNETIC_FIELD	-19.14	-32.76	-14.219999
1560566367266	TYPE_GYROSCOPE	-0.05807495	-0.06718445	0.01020813
1560566367266	TYPE_ROTATION_VECTOR	0.049448516	-0.037141956	-0.9592439
1560566367266	TYPE_MAGNETIC_FIELD_UNCALIBRATED	45.659996	-56.94	-62.4
1560566367266	TYPE_GYROSCOPE_UNCALIBRATED	-0.076660156	-0.07633972	0.03878784
1560566367266	TYPE_ACCELEROMETER_UNCALIBRATED	0.14356995	1.1760712	10.244873
1560566367285	TYPE_ACCELEROMETER	-0.21296692	1.0995026	10.711472
1560566367285	TYPE_MAGNETIC_FIELD	-19.14	-32.76	-14.219999
1560566367285	TYPE_GYROSCOPE	0.08241272	-0.014663696	0.0010223389
1560566367285	TYPE_ROTATION_VECTOR	0.049448516	-0.037141956	-0.9592439
1560566367285	TYPE_MAGNETIC_FIELD_UNCALIBRATED	45.659996	-56.94	-62.4
1560566367285	TYPE_GYROSCOPE_UNCALIBRATED	0.0073242188	-0.047332764	-0.007949829
1560566367285	TYPE_ACCELEROMETER_UNCALIBRATED	-0.17826843	1.1222382	10.500916
1560566367304	TYPE_ACCELEROMETER	-0.105285645	1.1413879	10.3358
1560566367304	TYPE_MAGNETIC_FIELD	-19.14	-32.76	-14.219999
1560566367304	TYPE_GYROSCOPE	0.17863464	0.040008545	0.023330688
1560566367304	TYPE_ROTATION_VECTOR	0.049448516	-0.037141956	-0.9592439
1560566367304	TYPE_MAGNETIC_FIELD_UNCALIBRATED	45.659996	-56.94	-62.4
1560566367304	TYPE_GYROSCOPE_UNCALIBRATED	0.14691162	0.02381897	0.01159668
1560566367304	TYPE_ACCELEROMETER_UNCALIBRATED	-0.17826843	1.1222382	10.500916
1560566367324	TYPE_ACCELEROMETER	-0.07777405	1.1090851	9.956543
1560566367324	TYPE_MAGNETIC_FIELD	-19.199999	-32.52	-14.34
1560566367324	TYPE_GYROSCOPE	0.16549683	-0.0048828125	0.023635864
1560566367324	TYPE_ROTATION_VECTOR	0.049155846	-0.03829275	-0.95917535
1560566367324	TYPE_MAGNETIC_FIELD_UNCALIBRATED	45.6	-56.7	-62.52
1560566367324	TYPE_GYROSCOPE_UNCALIBRATED	0.18936157	0.022613525	0.020462036
1560566367324	TYPE_ACCELEROMETER_UNCALIBRATED	-0.03590393	1.076767	9.991226
1560566367343	TYPE_ACCELEROMETER	0.1268158	1.0480499	10.143173
1560566367343	TYPE_MAGNETIC_FIELD	-19.439999	-32.46	-14.04
1560566367343	TYPE_GYROSCOPE	0.10684204	-0.017089844	0.0440979
1560566367343	TYPE_ROTATION_VECTOR	0.049847227	-0.039954137	-0.95903265
1560566367343	TYPE_MAGNETIC_FIELD_UNCALIBRATED	45.359997	-56.64	-62.22
1560566367343	TYPE_GYROSCOPE_UNCALIBRATED	0.13131714	-0.018310547	0.028701782
1560566367343	TYPE_ACCELEROMETER_UNCALIBRATED	-0.03590393	1.076767	9.991226
1560566367362	TYPE_ACCELEROMETER	0.3697052	1.125824	9.890732
1560566367362	TYPE_MAGNETIC_FIELD	-19.32	-32.52	-13.92
1560566367362	TYPE_GYROSCOPE	0.15174866	6.2561035E-4	0.04043579
1560566367362	TYPE_ROTATION_VECTOR	0.050008833	-0.041207753	-0.9589065
1560566367362	TYPE_MAGNETIC_FIELD_UNCALIBRATED	45.479996	-56.7	-62.1
1560566367362	TYPE_GYROSCOPE_UNCALIBRATED	0.12185669	-0.009765625	0.04397583
1560566367362	TYPE_ACCELEROMETER_UNCALIBRATED	0.47618103	1.2514496	9.580872
1560566367381	TYPE_ACCELEROMETER	0.58265686	1.434494	9.151352
1560566367381	TYPE_MAGNETIC_FIELD	-19.38	-32.7	-14.04
1560566367381	TYPE_GYROSCOPE	0.21833801	-6.1035156E-4	0.022415161
1560566367381	TYPE_ROTATION_VECTOR	0.050213017	-0.04234773	-0.9587392
1560566367381	TYPE_MAGNETIC_FIELD_UNCALIBRATED	45.42	-56.88	-62.22
1560566367381	TYPE_GYROSCOPE_UNCALIBRATED	0.18997192	0.0018463135	0.028701782
1560566367381	TYPE_ACCELEROMETER_UNCALIBRATED	0.56829834	1.6259308	8.645264
1560566367401	TYPE_ACCELEROMETER	0.38883972	1.7551422	8.206192
1560566367401	TYPE_MAGNETIC_FIELD	-19.38	-32.46	-13.86
1560566367401	TYPE_GYROSCOPE	0.2210846	0.04978943	0.021499634
1560566367401	TYPE_ROTATION_VECTOR	0.050709277	-0.044072162	-0.9585765
1560566367401	TYPE_MAGNETIC_FIELD_UNCALIBRATED	45.42	-56.64	-62.04
1560566367401	TYPE_GYROSCOPE_UNCALIBRATED	0.23608398	0.016815186	0.013122559
1560566367401	TYPE_ACCELEROMETER_UNCALIBRATED	0.20698547	1.804184	7.922638
1560566367420	TYPE_ACCELEROMETER	0.19502258	1.7898254	7.750351
1560566367420	TYPE_MAGNETIC_FIELD	-19.38	-32.34	-13.92
1560566367420	TYPE_GYROSCOPE	0.1303711	0.07484436	0.065475464
1560566367420	TYPE_ROTATION_VECTOR	0.051471762	-0.046172727	-0.95842445
1560566367420	TYPE_MAGNETIC_FIELD_UNCALIBRATED	45.42	-56.52	-62.1
1560566367420	TYPE_GYROSCOPE_UNCALIBRATED	0.18569946	0.07392883	0.036956787
1560566367420	TYPE_ACCELEROMETER_UNCALIBRATED	0.23449707	1.7264252	7.556534
1560566367439	TYPE_ACCELEROMETER	0.1878357	1.6701965	7.359131
1560566367439	TYPE_MAGNETIC_FIELD	-19.439999	-32.16	-14.16
1560566367439	TYPE_GYROSCOPE	0.009124756	0.050704956	0.092056274
1560566367439	TYPE_ROTATION_VECTOR	0.052621525	-0.047687035	-0.95819825
1560566367439	TYPE_MAGNETIC_FIELD_UNCALIBRATED	45.359997	-56.34	-62.34
1560566367439	TYPE_GYROSCOPE_UNCALIBRATED	0.07574463	0.06201172	0.079711914
1560566367439	TYPE_ACCELEROMETER_UNCALIBRATED	0.23449707	1.7264252	7.556534
1560566367458	TYPE_ACCELEROMETER	0.18304443	1.5086823	6.969101
1560566367458	TYPE_MAGNETIC_FIELD	-19.38	-32.34	-14.099999
1560566367458	TYPE_GYROSCOPE	-0.1322937	0.0027618408	0.10487366
1560566367458	TYPE_ROTATION_VECTOR	0.053347982	-0.048238188	-0.95791364
1560566367458	TYPE_MAGNETIC_FIELD_UNCALIBRATED	45.42	-56.52	-62.28
1560566367458	TYPE_GYROSCOPE_UNCALIBRATED	-0.057113647	0.034835815	0.098342896
1560566367458	TYPE_ACCELEROMETER_UNCALIBRATED	0.09690857	1.3794708	6.817154
1560566367478	TYPE_ACCELEROMETER	-0.037094116	1.2622223	6.948761
1560566367478	TYPE_MAGNETIC_FIELD	-19.32	-32.399998	-14.099999
1560566367478	TYPE_GYROSCOPE	-0.30517578	-0.08673096	0.1018219
1560566367478	TYPE_ROTATION_VECTOR	0.05346443	-0.04765516	-0.95765287
1560566367478	TYPE_MAGNETIC_FIELD_UNCALIBRATED	45.479996	-56.579998	-62.28
1560566367478	TYPE_GYROSCOPE_UNCALIBRATED	-0.21228027	-0.043060303	0.09712219
1560566367478	TYPE_ACCELEROMETER_UNCALIBRATED	0.037094116	1.1521454	7.2394867
1560566367497	TYPE_ACCELEROMETER	0.34217834	1.0863495	7.306488
1560566367497	TYPE_MAGNETIC_FIELD	-19.14	-32.34	-14.04
1560566367497	TYPE_GYROSCOPE	-0.39985657	-0.15942383	0.1335907
1560566367497	TYPE_ROTATION_VECTOR	0.05245748	-0.0458588	-0.9575021
1560566367497	TYPE_MAGNETIC_FIELD_UNCALIBRATED	45.659996	-56.52	-62.22
1560566367497	TYPE_GYROSCOPE_UNCALIBRATED	-0.37049866	-0.12643433	0.11453247
1560566367497	TYPE_ACCELEROMETER_UNCALIBRATED	0.037094116	1.1521454	7.2394867
1560566367516	TYPE_ACCELEROMETER	0.5539398	1.1222382	7.048065
1560566367516	TYPE_MAGNETIC_FIELD	-19.38	-32.399998	-14.099999
1560566367516	TYPE_GYROSCOPE	-0.42063904	-0.12614441	0.12106323
1560566367516	TYPE_ROTATION_VECTOR	0.050240666	-0.04282428	-0.957406
1560566367516	TYPE_MAGNETIC_FIELD_UNCALIBRATED	45.42	-56.579998	-62.28
1560566367516	TYPE_GYROSCOPE_UNCALIBRATED	-0.40379333	-0.16035461	0.12950134
1560566367516	TYPE_ACCELEROMETER_UNCALIBRATED	0.42593384	1.134201	7.014557
1560566367535	TYPE_ACCELEROMETER	0.4235382	1.0947266	6.9930267
1560566367535	TYPE_MAGNETIC_FIELD	-19.439999	-32.34	-13.92
1560566367535	TYPE_GYROSCOPE	-0.4777527	-0.064437866	0.1259613
1560566367535	TYPE_ROTATION_VECTOR	0.047625422	-0.039596956	-0.9572838
1560566367535	TYPE_MAGNETIC_FIELD_UNCALIBRATED	45.359997	-56.52	-62.1
1560566367535	TYPE_GYROSCOPE_UNCALIBRATED	-0.44319153	-0.087646484	0.114227295
1560566367535	TYPE_ACCELEROMETER_UNCALIBRATED	0.5084839	1.0361023	7.0612335
1560566367555	TYPE_ACCELEROMETER	0.48216248	0.95713806	7.2837524
1560566367555	TYPE_MAGNETIC_FIELD	-19.199999	-32.34	-14.099999
1560566367555	TYPE_GYROSCOPE	-0.56022644	-0.007019043	0.13754272
1560566367555	TYPE_ROTATION_VECTOR	0.045570485	-0.035807718	-0.95716596
1560566367555	TYPE_MAGNETIC_FIELD_UNCALIBRATED	45.6	-56.52	-62.28
1560566367555	TYPE_GYROSCOPE_UNCALIBRATED	-0.5146637	-0.04031372	0.13224792
1560566367555	TYPE_ACCELEROMETER_UNCALIBRATED	0.28953552	0.8985138	7.578064
1560566367574	TYPE_ACCELEROMETER	0.13400269	0.899704	7.8101807
1560566367574	TYPE_MAGNETIC_FIELD	-19.439999	-32.1	-14.219999
1560566367574	TYPE_GYROSCOPE	-0.6213074	0.022918701	0.15008545
1560566367574	TYPE_ROTATION_VECTOR	0.043737773	-0.03121419	-0.9569798
1560566367574	TYPE_MAGNETIC_FIELD_UNCALIBRATED	45.359997	-56.28	-62.4
1560566367574	TYPE_GYROSCOPE_UNCALIBRATED	-0.5925598	0.019561768	0.13468933
1560566367574	TYPE_ACCELEROMETER_UNCALIBRATED	0.28953552	0.8985138	7.578064
1560566367593	TYPE_ACCELEROMETER	0.41874695	0.93081665	7.878372
1560566367593	TYPE_MAGNETIC_FIELD	-19.38	-32.399998	-14.099999
1560566367593	TYPE_GYROSCOPE	-0.66192627	-0.016189575	0.20048523
1560566367593	TYPE_ROTATION_VECTOR	0.042249776	-0.02577416	-0.95675725
1560566367593	TYPE_MAGNETIC_FIELD_UNCALIBRATED	45.42	-56.579998	-62.28
1560566367593	TYPE_GYROSCOPE_UNCALIBRATED	-0.6374512	0.0033721924	0.17286682
1560566367593	TYPE_ACCELEROMETER_UNCALIBRATED	0.49293518	0.9260254	8.070999
1560566367612	TYPE_ACCELEROMETER	0.4343109	0.8913269	8.313858
1560566367612	TYPE_MAGNETIC_FIELD	-19.5	-32.46	-14.219999
1560566367612	TYPE_GYROSCOPE	-0.70162964	-0.028396606	0.21299744
1560566367612	TYPE_ROTATION_VECTOR	0.040484216	-0.01997942	-0.9564123
1560566367612	TYPE_MAGNETIC_FIELD_UNCALIBRATED	45.299995	-56.64	-62.4
1560566367612	TYPE_GYROSCOPE_UNCALIBRATED	-0.6857147	-0.022903442	0.2073822
1560566367612	TYPE_ACCELEROMETER_UNCALIBRATED	0.4809723	0.8841553	8.455048
1560566367632	TYPE_ACCELEROMETER	0.55514526	0.96910095	8.549561
1560566367632	TYPE_MAGNETIC_FIELD	-19.68	-32.34	-14.4
1560566367632	TYPE_GYROSCOPE	-0.6851349	-0.002746582	0.21391296
1560566367632	TYPE_ROTATION_VECTOR	0.038335707	-0.01382925	-0.9559495
1560566367632	TYPE_MAGNETIC_FIELD_UNCALIBRATED	45.119995	-56.52	-62.58
1560566367632	TYPE_GYROSCOPE_UNCALIBRATED	-0.69273376	-0.02809143	0.21318054
1560566367632	TYPE_ACCELEROMETER_UNCALIBRATED	0.49172974	1.1162567	8.665619
1560566367651	TYPE_ACCELEROMETER	0.30628967	1.2526398	8.863022
1560566367651	TYPE_MAGNETIC_FIELD	-19.8	-32.34	-14.82
1560566367651	TYPE_GYROSCOPE	-0.71232605	0.090423584	0.19619751
1560566367651	TYPE_ROTATION_VECTOR	0.03610162	-0.007587588	-0.9554237
1560566367651	TYPE_MAGNETIC_FIELD_UNCALIBRATED	44.999996	-56.52	-63.0
1560566367651	TYPE_GYROSCOPE_UNCALIBRATED	-0.68325806	0.04399109	0.20097351
1560566367651	TYPE_ACCELEROMETER_UNCALIBRATED	-0.01675415	1.3256226	9.310471
1560566367670	TYPE_ACCELEROMETER	-0.32781982	1.3256226	10.100113
1560566367670	TYPE_MAGNETIC_FIELD	-19.8	-32.04	-15.24
1560566367670	TYPE_GYROSCOPE	-0.8390808	0.12004089	0.220932
1560566367670	TYPE_ROTATION_VECTOR	0.03455945	-0.0012760882	-0.9548641
1560566367670	TYPE_MAGNETIC_FIELD_UNCALIBRATED	44.999996	-56.22	-63.42
1560566367670	TYPE_GYROSCOPE_UNCALIBRATED	-0.7672577	0.11668396	0.19515991
1560566367670	TYPE_ACCELEROMETER_UNCALIBRATED	-0.38764954	1.2909241	11.085953
1560566367689	TYPE_ACCELEROMETER	-0.21177673	1.257431	12.089737
1560566367689	TYPE_MAGNETIC_FIELD	-19.74	-31.8	-15.66
1560566367689	TYPE_GYROSCOPE	-0.87908936	0.06781006	0.28660583
1560566367689	TYPE_ROTATION_VECTOR	0.033447716	0.0060123545	-0.95424736
1560566367689	TYPE_MAGNETIC_FIELD_UNCALIBRATED	45.059998	-55.98	-63.84
1560566367689	TYPE_GYROSCOPE_UNCALIBRATED	-0.88179016	0.10232544	0.2544098
1560566367689	TYPE_ACCELEROMETER_UNCALIBRATED	-0.38764954	1.2909241	11.085953
1560566367709	TYPE_ACCELEROMETER	0.4355011	1.2430725	13.789841
1560566367709	TYPE_MAGNETIC_FIELD	-20.1	-31.619999	-16.14
1560566367709	TYPE_GYROSCOPE	-0.6958313	0.059265137	0.28416443
1560566367709	TYPE_ROTATION_VECTOR	0.031885646	0.014287834	-0.9533954
1560566367709	TYPE_MAGNETIC_FIELD_UNCALIBRATED	44.699997	-55.8	-64.32
1560566367709	TYPE_GYROSCOPE_UNCALIBRATED	-0.81185913	0.050094604	0.29473877
1560566367709	TYPE_ACCELEROMETER_UNCALIBRATED	0.5635071	1.2945251	14.092529
1560566367728	TYPE_ACCELEROMETER	0.39720154	1.355545	14.371292
1560566367728	TYPE_MAGNETIC_FIELD	-20.279999	-31.619999	-16.619999
1560566367728	TYPE_GYROSCOPE	-0.43652344	0.10324097	0.19192505
1560566367728	TYPE_ROTATION_VECTOR	0.030036094	0.021822387	-0.9523757
1560566367728	TYPE_MAGNETIC_FIELD_UNCALIBRATED	44.519997	-55.8	-64.8
1560566367728	TYPE_GYROSCOPE_UNCALIBRATED	-0.5513153	0.07728577	0.23884583
1560566367728	TYPE_ACCELEROMETER_UNCALIBRATED	0.14476013	1.3112793	14.841492
1560566367747	TYPE_ACCELEROMETER	-0.0765686	1.2095795	15.43132
1560566367747	TYPE_MAGNETIC_FIELD	-20.52	-31.26	-17.16
1560566367747	TYPE_GYROSCOPE	-0.27005005	0.14387512	0.14886475
1560566367747	TYPE_ROTATION_VECTOR	0.029180042	0.027036266	-0.9515197
1560566367747	TYPE_MAGNETIC_FIELD_UNCALIBRATED	44.279995	-55.440002	-65.34
1560566367747	TYPE_GYROSCOPE_UNCALIBRATED	-0.34820557	0.12950134	0.15667725
1560566367747	TYPE_ACCELEROMETER_UNCALIBRATED	0.14476013	1.3112793	14.841492
1560566367766	TYPE_ACCELEROMETER	-0.23330688	1.051651	16.286758
1560566367766	TYPE_MAGNETIC_FIELD	-20.34	-30.96	-17.4
1560566367766	TYPE_GYROSCOPE	-0.05014038	0.14356995	0.1690216
1560566367766	TYPE_ROTATION_VECTOR	0.029370457	0.030570889	-0.9509184
1560566367766	TYPE_MAGNETIC_FIELD_UNCALIBRATED	44.459995	-55.14	-65.58
1560566367766	TYPE_GYROSCOPE_UNCALIBRATED	-0.16799927	0.1441803	0.15026855
1560566367766	TYPE_ACCELEROMETER_UNCALIBRATED	-0.22612	1.1365967	15.973297
1560566367785	TYPE_ACCELEROMETER	-0.22972107	0.61735535	16.116867
1560566367785	TYPE_MAGNETIC_FIELD	-20.279999	-30.72	-17.76
1560566367785	TYPE_GYROSCOPE	0.18199158	0.21105957	0.20109558
1560566367785	TYPE_ROTATION_VECTOR	0.029370457	0.030570889	-0.9509184
1560566367785	TYPE_MAGNETIC_FIELD_UNCALIBRATED	44.459995	-55.14	-65.58
1560566367785	TYPE_GYROSCOPE_UNCALIBRATED	0.07910156	0.1625061	0.18295288
1560566367785	TYPE_ACCELEROMETER_UNCALIBRATED	-0.1878357	0.8877411	16.287949
1560566367805	TYPE_ACCELEROMETER	-0.71784973	-0.06581116	16.124039
1560566367805	TYPE_MAGNETIC_FIELD	-20.279999	-30.72	-17.76
1560566367805	TYPE_GYROSCOPE	0.30996704	0.27122498	0.23223877
1560566367805	TYPE_ROTATION_VECTOR	0.030222714	0.032513067	-0.95037484
1560566367805	TYPE_MAGNETIC_FIELD_UNCALIBRATED	44.519997	-54.9	-65.94
1560566367805	TYPE_GYROSCOPE_UNCALIBRATED	0.25717163	0.26664734	0.21257019
1560566367805	TYPE_ACCELEROMETER_UNCALIBRATED	-0.7908325	-0.27398682	16.120453
1560566367824	TYPE_ACCELEROMETER	-0.6017914	-0.3469696	15.707687
1560566367824	TYPE_MAGNETIC_FIELD	-20.279999	-30.72	-17.76
1560566367824	TYPE_GYROSCOPE	0.47062683	0.07606506	0.2685852
1560566367824	TYPE_ROTATION_VECTOR	0.030222714	0.032513067	-0.95037484
1560566367824	TYPE_MAGNETIC_FIELD_UNCALIBRATED	44.519997	-54.9	-65.94
1560566367824	TYPE_GYROSCOPE_UNCALIBRATED	0.3811798	0.19425964	0.24891663
1560566367824	TYPE_ACCELEROMETER_UNCALIBRATED	-0.41635132	-0.28834534	14.973099
1560566367843	TYPE_ACCELEROMETER	-0.39601135	-0.24168396	14.206192
1560566367843	TYPE_MAGNETIC_FIELD	-20.4	-30.539999	-18.3
1560566367843	TYPE_GYROSCOPE	0.6276245	-0.013442993	0.25942993
1560566367843	TYPE_ROTATION_VECTOR	0.03345448	0.03155879	-0.94948506
1560566367843	TYPE_MAGNETIC_FIELD_UNCALIBRATED	44.399994	-54.72	-66.479996
1560566367843	TYPE_GYROSCOPE_UNCALIBRATED	0.56565857	-0.004272461	0.26693726
1560566367843	TYPE_ACCELEROMETER_UNCALIBRATED	-0.56111145	-0.30508423	13.519455
1560566367881	TYPE_WIFI	d926f6a0424610945a3c2e08ae4852a1288904d1	af2c189996c0ad282c0d444c69594ac67b002d58	-68	5805	1560566367273
1560566367881	TYPE_WIFI	635d95f744bcff77300caf80912675a3c04c5d46	29db8ed952b17328c01484cea247d17b61dcac68	-66	5805	1560566367296
1560566367881	TYPE_WIFI	874f5e379b379e5ba65fcb7a1ccbfe0e0bf995da	89f0168134f4169dfd770309eed855d18d4ca1f0	-88	5220	1560566367083
1560566367881	TYPE_WIFI	635d95f744bcff77300caf80912675a3c04c5d46	7cc6028e1e6b05af35fea027c3bbd18ab4625e26	-66	5825	1560566367337
1560566367881	TYPE_WIFI	b8ea8cf3e81583f91a2d3f5253da09b1276d86ba	d6bfa3c9d806b5ec9e5c41853530243a3084952a	-89	5200	1560566367051
1560566367881	TYPE_WIFI	635d95f744bcff77300caf80912675a3c04c5d46	ace20d04f168e5f8445330d99230643f63e8aa67	-69	5825	1560566367315
1560566367881	TYPE_WIFI	06d8c9c5dd623f5c9bfce663e7e69ab9656d39da	22be79c2b34060192ca37aa941c830b6544e789d	-66	5825	1560566367339
1560566367881	TYPE_WIFI	da39a3ee5e6b4b0d3255bfef95601890afd80709	23c6edb317329c6c168fa30678c2ff403a629e97	-79	5320	1560566367724
1560566367881	TYPE_WIFI	da39a3ee5e6b4b0d3255bfef95601890afd80709	8e4153466d130cb0c5dfa94924f2131dd3e6419e	-78	5320	1560566367725
1560566367881	TYPE_WIFI	ca969a043e538dab9b1e3d3bf0e82b34c962e019	561d4e6c7fcda6f9e6d03844e156a617f361a9b2	-79	5320	1560566367726
1560566367881	TYPE_WIFI	da39a3ee5e6b4b0d3255bfef95601890afd80709	71caecbf9e31ae12b79815c8c4169f75d3cf7c6c	-79	5320	1560566367725
